,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
1018,1018,CHEMBL370304,3000.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1Cl,5.522878745280337,575.0382083820001,5,3,4.421500000000004,575.0382083820001,5,3,4.421500000000004,True
1020,1020,CHEMBL3609374,3000.0,nM,O=C(Nc1ccc(NC(=O)C(c2ccccc2)S(=O)(=O)O)cc1)C(=O)Nc1ccc(-c2ccccc2)cc1,5.522878745280337,529.130756456,5,4,4.498400000000004,529.130756456,5,4,4.498400000000004,True
1021,1021,CHEMBL4437498,3000.0,nM,C=CCc1cc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2O)c(OC)cc1O,5.522878745280337,394.1780239319999,5,2,5.076000000000005,394.1780239319999,5,2,5.076000000000005,True
1024,1024,CHEMBL3916388,3000.0,nM,CC(C)C[C@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC=C2[C@H](C)CC[C@@H]3[C@H]([C@@H]21)C3(C)C,5.522878745280337,454.271924316,5,3,6.212800000000006,454.271924316,5,3,6.212800000000006,True
1025,1025,CHEMBL362917,3000.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1F,5.522878745280337,559.067758922,5,3,3.907200000000004,559.067758922,5,3,3.907200000000004,True
1026,1026,CHEMBL300119,3000.0,nM,O=C1C=C(c2c[nH]c3ccc(C(=O)O)cc23)c2ccccc2C1=O,5.522878745280337,317.068807832,3,2,3.063200000000001,317.068807832,3,2,3.063200000000001,True
1027,1027,CHEMBL4064092,3000.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCCOc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,5.522878745280337,482.1069097919999,8,0,3.818400000000003,482.1069097919999,8,0,3.818400000000003,True
1029,1029,CHEMBL193691,3000.0,nM,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(C2=CC(=O)NS2(=O)=O)cc1)C(N)=O,5.522878745280337,484.14165548799997,6,4,-0.25289999999999846,484.14165548799997,6,4,-0.25289999999999846,True
1030,1030,CHEMBL3809403,3000.0,nM,CC(C)=CCc1cc(-c2coc3cc(O)c(CC=C(C)C)c(O)c3c2=O)cc(O)c1O,5.522878745280337,422.1729385519999,6,4,5.2998000000000065,422.1729385519999,6,4,5.2998000000000065,True
1033,1033,CHEMBL559457,3020.0,nM,CCCCCc1c2c(cc(O)c1C(=O)OC)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,5.51999305704285,470.19406791999995,8,1,5.617900000000005,470.19406791999995,8,1,5.617900000000005,True
1035,1035,CHEMBL145,3060.0,nM,O=C(O)/C=C/c1ccc(O)c(O)c1,5.514278573518419,180.042258736,3,3,1.1956,180.042258736,3,3,1.1956,True
1040,1040,CHEMBL4465814,3140.0,nM,C=C1[C@@H]2CC[C@H]3C(C)=C[C@]2(C[C@@H](O)[C@@]2(O)[C@@H]1C[C@H](O)C2(C)C)[C@@H]3O,5.503070351926786,334.21440943999994,4,4,1.7786999999999997,334.21440943999994,4,4,1.7786999999999997,True
1041,1041,CHEMBL4762771,3170.0,nM,O=C1/C(=N\Nc2ccc(S(=O)(=O)O)cc2)C(c2ccc([N+](=O)[O-])cc2)=NN1c1ccc([N+](=O)[O-])cc1,5.498940737782249,510.059382408,10,2,2.968700000000002,510.059382408,10,2,2.968700000000002,True
1045,1045,CHEMBL606859,3200.0,nM,Cc1nc(-c2ccc(Cl)cc2)sc1CCc1cccc(C(O)(C(=O)O)C(F)(F)F)c1,5.494850021680094,455.05697674399994,4,2,5.391620000000005,455.05697674399994,4,2,5.391620000000005,True
1046,1046,CHEMBL599646,3200.0,nM,CCOC(=O)c1c(-c2ccc(-c3ccccc3)cc2)csc1NC(=O)c1ccccc1C(=O)O,5.494850021680094,471.11404377199995,5,2,6.209300000000004,471.11404377199995,5,2,6.209300000000004,True
1048,1048,CHEMBL2424685,3200.0,nM,CCOc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,5.494850021680094,324.15862588,6,1,2.69038,324.15862588,6,1,2.69038,True
1055,1055,CHEMBL3808735,3300.0,nM,COc1cc2oc(-c3ccc(O)cc3O)cc2c(OC)c1CC=C(C)C,5.481486060122112,354.14672380400003,5,2,5.036900000000003,354.14672380400003,5,2,5.036900000000003,True
1056,1056,CHEMBL57920,3300.0,nM,CCCCCCC1=CC(=O)C(=O)c2ccccc21,5.481486060122112,242.130679816,2,0,3.8058000000000023,242.130679816,2,0,3.8058000000000023,True
1057,1057,CHEMBL1765359,3300.0,nM,C/C(=C1\C=CC=N1)c1ccc(-c2ccc[nH]2)o1,5.481486060122112,224.094963004,2,1,3.646300000000002,224.094963004,2,1,3.646300000000002,True
1058,1058,CHEMBL3628467,3300.0,nM,O=C1NC(=O)N(Cc2ccc(Cl)cc2)/C1=C/c1ccc(OCc2ccc(Cl)cc2)cc1,5.481486060122112,452.06944779599996,3,1,5.665300000000004,452.06944779599996,3,1,5.665300000000004,True
1059,1059,CHEMBL2087684,3300.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OC)c(OCCCCNc2nc(-c3ccccc3)cs2)c1,5.481486060122112,488.143963996,8,1,5.426800000000005,488.143963996,8,1,5.426800000000005,True
1062,1062,CHEMBL4546363,3330.0,nM,COC(=O)C1=C(C(C)C)NC(=S)N[C@H]1/C=C/c1ccc(F)cc1,5.47755576649368,334.11512706800005,3,2,2.768300000000001,334.11512706800005,3,2,2.768300000000001,True
1063,1063,CHEMBL4637354,3330.0,nM,N=c1oc2ccccc2cc1C(=O)Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,5.47755576649368,421.0844749600001,7,3,2.755370000000001,421.0844749600001,7,3,2.755370000000001,True
1064,1064,CHEMBL4468432,3340.0,nM,Oc1cc(-c2ncc(-c3ccc(Oc4ccccc4)cc3)o2)cc(Br)c1O,5.476253533188435,423.01062002799995,5,2,5.974600000000004,423.01062002799995,5,2,5.974600000000004,True
1067,1067,CHEMBL2208258,3370.0,nM,Cc1ccc2c(c1)/C(=C\c1ccc(CN3C(=O)C(=O)c4cc(Cl)ccc43)o1)C(=O)N2,5.4723700991286615,418.07203464,4,1,4.463620000000003,418.07203464,4,1,4.463620000000003,True
1068,1068,CHEMBL1823761,3380.0,nM,O=C(/C=C/c1ccc(F)cc1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,5.471083299722345,487.15951465599994,3,2,5.522300000000004,487.15951465599994,3,2,5.522300000000004,True
1072,1072,CHEMBL3628470,3400.0,nM,COc1ccc(COc2ccc(/C=C3\C(=O)NC(=O)N3Cc3ccc(OC)cc3)cc2)cc1,5.468521082957745,444.16852186799997,5,1,4.375700000000004,444.16852186799997,5,1,4.375700000000004,True
1074,1074,CHEMBL2424686,3400.0,nM,CCOc1ccccc1N1N=C2COC(C)(C)C=C2C(C#N)=C1N,5.468521082957745,324.15862588000005,6,1,2.69038,324.15862588000005,6,1,2.69038,True
1075,1075,CHEMBL458009,3400.0,nM,CCN(CC)CCCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,5.468521082957745,374.19942807199993,4,0,5.7587000000000055,374.19942807199993,4,0,5.7587000000000055,True
1076,1076,CHEMBL201909,3400.0,nM,COc1ccc(-c2nocc3c(C(=O)c4ccc(Cl)cc4Cl)ccc2-3)cc1,5.468521082957745,397.027248636,4,0,5.9928000000000035,397.027248636,4,0,5.9928000000000035,True
1077,1077,CHEMBL1783789,3400.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCC(O)CN2CCCC2)c1,5.468521082957745,394.189257312,6,1,3.8527000000000022,394.189257312,6,1,3.8527000000000022,True
1078,1078,CHEMBL1778919,3400.0,nM,C=CCN(CC=C)c1ccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)cc1,5.468521082957745,427.07830566399997,4,1,5.237800000000005,427.07830566399997,4,1,5.237800000000005,True
1081,1081,CHEMBL4567748,3440.0,nM,CC(C)CC(=O)OC[C@H](C)CCC[C@H](C)[C@@H]1CC[C@@H](C)c2c1cc(C(=O)O)c(O)c2O,5.46344155742847,434.2668389359999,5,3,5.808700000000008,434.2668389359999,5,3,5.808700000000008,True
1082,1082,CHEMBL2208256,3460.0,nM,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)o1,5.460923901207224,418.07203464,4,1,4.463620000000002,418.07203464,4,1,4.463620000000002,True
1084,1084,CHEMBL4635749,3480.0,nM,O=C(Nc1ccccc1)c1ccc(-c2ccc(C(=O)Nc3ccccc3)o2)cc1,5.458420756053419,382.13174243599997,3,2,5.451200000000004,382.13174243599997,3,2,5.451200000000004,True
1085,1085,CHEMBL1783782,3500.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCC2)c1,5.455931955649724,378.194342692,5,0,4.881900000000004,378.194342692,5,0,4.881900000000004,True
1086,1086,CHEMBL4524583,3500.0,nM,COc1cc(O)c2c3c1-c1ccc(O)cc1[C@@H]1Oc4ccccc4[C@@H](CC2=O)[C@@H]31,5.455931955649724,386.115423676,5,2,4.674300000000002,386.115423676,5,2,4.674300000000002,True
1087,1087,CHEMBL403094,3500.0,nM,O=C1C[C@]2(O)c3ccccc3O[C@H]3c4cc(O)ccc4-c4c(O)cc(O)c1c4[C@@H]32,5.455931955649724,388.09468823199995,6,4,3.4753000000000007,388.09468823199995,6,4,3.4753000000000007,True
1088,1088,CHEMBL318919,3500.0,nM,Nc1nc(N)c2nc(CN3CCN(Cc4ccc5ccccc5c4)CC3)nnc2n1,5.455931955649724,401.2076417360001,9,2,1.4501999999999995,401.2076417360001,9,2,1.4501999999999995,True
1089,1089,CHEMBL4099520,3500.0,nM,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(OCCc4ccccc4)cc3)SC2=S)cc1,5.455931955649724,475.09120015200006,5,1,5.407700000000005,475.09120015200006,5,1,5.407700000000005,True
1090,1090,CHEMBL1778902,3500.0,nM,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OCC=C(C)C)cc1,5.455931955649724,416.062321252,4,1,5.404400000000003,416.062321252,4,1,5.404400000000003,True
1092,1092,CHEMBL510460,3500.0,nM,CN(C)CCCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,5.455931955649724,346.16812794399993,4,0,4.978500000000004,346.16812794399993,4,0,4.978500000000004,True
1093,1093,CHEMBL1778920,3500.0,nM,C=CCN(CC=C)c1ccccc1C(=O)/C=C/c1cc(Br)c(O)cc1OC,5.455931955649724,427.07830566399997,4,1,5.2378000000000045,427.07830566399997,4,1,5.2378000000000045,True
1094,1094,CHEMBL470029,3500.0,nM,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.455931955649724,454.34469533199996,2,1,7.441800000000009,454.34469533199996,2,1,7.441800000000009,True
1096,1096,CHEMBL4646731,3520.0,nM,O=C(Nc1ccccc1)c1ccc(-c2ccc(C(=O)Nc3ccccc3)s2)cc1,5.453457336521868,398.108898816,3,2,5.919700000000003,398.108898816,3,2,5.919700000000003,True
1098,1098,CHEMBL510225,3560.0,nM,CN(C)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,5.448550002027124,332.15247787999994,4,0,4.588400000000004,332.15247787999994,4,0,4.588400000000004,True
1101,1101,CHEMBL4175013,3600.0,nM,CCC(C)(C)c1ccc(Oc2ccc(-c3cnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,5.443697499232712,415.17835827999994,5,2,6.899700000000007,415.17835827999994,5,2,6.899700000000007,True
1102,1102,CHEMBL169,3600.0,nM,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,5.443697499232712,456.36034539599996,2,2,7.089500000000008,456.36034539599996,2,2,7.089500000000008,True
1104,1104,CHEMBL2347643,3600.0,nM,CC1=C[C@@H]2CC(C)(C)[C@H]1/C=C\c1ccoc12,5.443697499232712,214.135765196,1,0,4.382400000000004,214.135765196,1,0,4.382400000000004,True
1105,1105,CHEMBL513978,3600.0,nM,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,5.443697499232712,372.23005950399994,3,3,6.066120000000007,372.23005950399994,3,3,6.066120000000007,True
1107,1107,CHEMBL2424704,3600.0,nM,COc1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,5.443697499232712,310.142975816,6,1,2.30028,310.142975816,6,1,2.30028,True
1108,1108,CHEMBL48449,3600.0,nM,C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1,5.443697499232712,196.073558864,4,0,0.6436,196.073558864,4,0,0.6436,True
1109,1109,CHEMBL459129,3600.0,nM,CC(C)=CCc1c2c(c(O)c3c(=O)c(-c4ccc(O)c(O)c4)coc13)C=CC(C)(C)O2,5.443697499232712,420.15728848799995,6,3,5.269700000000006,420.15728848799995,6,3,5.269700000000006,True
1110,1110,CHEMBL2205890,3610.0,nM,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5nc(N)ncc5C[C@]4(C)[C@H]3CC[C@@]21C,5.442492798094342,451.3198775520001,4,2,5.788500000000005,451.3198775520001,4,2,5.788500000000005,True
1113,1113,CHEMBL289191,3680.0,nM,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,5.434152181326482,426.38616621999995,1,1,8.02480000000001,426.38616621999995,1,1,8.02480000000001,True
1117,1117,CHEMBL377236,3770.0,nM,COC(=O)/C1=C/c2c([nH]c3ccccc23)/C(C(=O)OC)=C\c2c1[nH]c1ccccc21,5.423658649794207,398.126657056,4,2,4.389800000000003,398.126657056,4,2,4.389800000000003,True
1120,1120,CHEMBL3356399,3800.0,nM,CC(=O)/C(=C/C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,5.42021640338319,426.349780712,2,1,7.123900000000009,426.349780712,2,1,7.123900000000009,True
1123,1123,CHEMBL4472943,3810.0,nM,COCCc1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4)o3)cc2)cc1,5.41907502432438,481.05248484,6,2,6.163500000000005,481.05248484,6,2,6.163500000000005,True
1124,1124,CHEMBL1223852,3850.0,nM,CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C)C1=O,5.414539270491499,446.37599545999996,3,1,7.761400000000009,446.37599545999996,3,1,7.761400000000009,True
1126,1126,CHEMBL4159828,3890.0,nM,Cc1ccc(Oc2ccc(OC(=O)CSc3nnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,5.410050398674292,450.0885572959999,9,2,4.946220000000004,450.0885572959999,9,2,4.946220000000004,True
1128,1128,CHEMBL168,3900.0,nM,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.4089353929735005,456.36034539599996,2,2,7.233600000000009,456.36034539599996,2,2,7.233600000000009,True
1129,1129,CHEMBL2424707,3900.0,nM,CC1(C)C=C2C(=NN(c3cccc(Oc4ccccc4)c3)C(N)=C2C#N)CO1,5.4089353929735005,372.15862588,6,1,4.083980000000003,372.15862588,6,1,4.083980000000003,True
1130,1130,CHEMBL2424683,3900.0,nM,CC1(C)C=C2C(=NN(c3ccccc3C(F)(F)F)C(N)=C2C#N)CO1,5.4089353929735005,348.11979576000004,5,1,3.310480000000001,348.11979576000004,5,1,3.310480000000001,True
1131,1131,CHEMBL486986,3900.0,nM,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,5.4089353929735005,472.35526001599993,3,3,6.204400000000009,472.35526001599993,3,3,6.204400000000009,True
1135,1135,CHEMBL3088258,3900.0,nM,O=C(N[C@H](Cc1ccccc1)C(=O)O)c1ccc(CN(Cc2ccccc2)c2ccccc2)cc1,5.4089353929735005,464.209992756,3,2,5.319100000000005,464.209992756,3,2,5.319100000000005,True
1136,1136,CHEMBL4438100,3900.0,nM,C=CCOc1ccc(C(=O)/C=C/c2cc(CC=C)c(O)cc2OC)c(OC)c1,5.4089353929735005,380.1623738679999,5,1,4.598800000000004,380.1623738679999,5,1,4.598800000000004,True
1137,1137,CHEMBL4522606,3900.0,nM,C=CCc1cc(/C=C/C(=O)c2ccc(OCCCCC(=O)OCC)cc2)c(OC)cc1O,5.4089353929735005,438.2042386799999,6,1,5.137600000000005,438.2042386799999,6,1,5.137600000000005,True
1139,1139,CHEMBL196694,4000.0,nM,Cc1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)ccc1OCC(=O)O,5.3979400086720375,555.0928307979999,5,3,4.076520000000005,555.0928307979999,5,3,4.076520000000005,True
1141,1141,CHEMBL197884,4000.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1Br,5.3979400086720375,618.9876928020001,5,3,4.530600000000004,618.9876928020001,5,3,4.530600000000004,True
1143,1143,CHEMBL1801404,4000.0,nM,O=C1NC(=O)/C(=C/c2ccc(OCc3ccccc3)cc2OCc2ccc(C(F)(F)F)cc2)S1,5.3979400086720375,485.090863716,5,1,6.187300000000004,485.090863716,5,1,6.187300000000004,True
1145,1145,CHEMBL383777,4000.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1C(F)(F)F,5.3979400086720375,609.064565362,5,3,4.786900000000005,609.064565362,5,3,4.786900000000005,True
1147,1147,CHEMBL4439769,4000.0,nM,Oc1cc(-c2ncc(-c3ccc(OCc4ccccc4)cc3)o2)cc(Br)c1O,5.3979400086720375,437.02627009199995,5,2,5.761300000000005,437.02627009199995,5,2,5.761300000000005,True
1148,1148,CHEMBL3098945,4000.0,nM,COc1ccc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1OCc1ccccc1,5.3979400086720375,475.1089583919999,6,1,5.208900000000003,475.1089583919999,6,1,5.208900000000003,True
1149,1149,CHEMBL407722,4100.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(OCC(=O)O)c(Br)c2)cc1,5.3872161432802645,647.0031687640001,9,2,4.285500000000003,647.0031687640001,9,2,4.285500000000003,True
1152,1152,CHEMBL302323,4100.0,nM,O=C1NC(=O)C(=Cc2ccc(Sc3nc4ccc([N+](=O)[O-])cc4s3)c([N+](=O)[O-])c2)C(=O)N1,5.3872161432802645,470.994339628,10,2,3.013300000000001,470.994339628,10,2,3.013300000000001,True
1153,1153,CHEMBL601733,4100.0,nM,COc1cc(/C=C2\SC(=S)N(c3cccc(Cl)c3)C2=O)cc([N+](=O)[O-])c1O,5.3872161432802645,421.97979113199995,7,1,4.368200000000003,421.97979113199995,7,1,4.368200000000003,True
1154,1154,CHEMBL3954985,4100.0,nM,CO[C@]1(C)CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)[C@@H](CC(C)C)c1c(O)c(C=O)c(O)c(C=O)c1O)C2(C)C,5.3872161432802645,486.2981390639999,6,3,6.06170000000001,486.2981390639999,6,3,6.06170000000001,True
1156,1156,CHEMBL2205896,4110.0,nM,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5[nH]ncc5C[C@]4(C)[C@H]3CC[C@@]21C,5.386158178123931,424.30897852,2,2,6.139400000000006,424.30897852,2,2,6.139400000000006,True
1157,1157,CHEMBL380145,4110.0,nM,CC(C)C1=C(c2ccccc2)c2ccc3c(c2C(=O)C1=O)CCCC3(C)C,5.386158178123931,358.193280072,2,0,5.523800000000005,358.193280072,2,0,5.523800000000005,True
1158,1158,CHEMBL504726,4130.0,nM,COc1ccc(OC)c([C@@H]2O[C@H](CNC(=O)c3ccccc3)[C@@H](O)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,5.384049948343598,611.2155316359999,9,2,4.385800000000003,611.2155316359999,9,2,4.385800000000003,True
1162,1162,CHEMBL1778901,4200.0,nM,CCCCOc1ccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)cc1,5.376750709602099,404.06232125199995,4,1,5.238300000000005,404.06232125199995,4,1,5.238300000000005,True
1163,1163,CHEMBL58288,4200.0,nM,O=C1C=C(C2CCCC2)c2ccccc2C1=O,5.376750709602099,226.099379688,2,0,3.0256000000000016,226.099379688,2,0,3.0256000000000016,True
1165,1165,CHEMBL561967,4200.0,nM,CC(C)=CCc1c(O)ccc2c1OC[C@H]1c3ccc4c(c3O[C@@H]21)C=CC(C)(C)O4,5.376750709602099,390.18310931199994,4,1,5.694800000000004,390.18310931199994,4,1,5.694800000000004,True
1166,1166,CHEMBL199263,4200.0,nM,O=P(O)(O)C(F)(F)c1ccc(CN(Cc2ccccc2)S(=O)(=O)c2ccccc2)cc1,5.376750709602099,467.07678680999993,3,2,4.304700000000003,467.07678680999993,3,2,4.304700000000003,True
1169,1169,CHEMBL4075516,4270.0,nM,CCC/C=C/C=C/CCc1cc(O)cc(O)c1C(=O)O,5.369572124974976,276.13615912,3,3,3.641100000000003,276.13615912,3,3,3.641100000000003,True
1170,1170,CHEMBL3402414,4270.0,nM,COc1ccc(C(=O)OCCCCC#Cc2ccc(C(=O)OC3CSSC3)cc2)c(OC)c1,5.369572124974976,486.11708055199995,8,0,5.0030000000000046,486.11708055199995,8,0,5.0030000000000046,True
1171,1171,CHEMBL4531749,4270.0,nM,Oc1cc(-c2ncc(-c3ccccc3)o2)c(Br)c(Br)c1O,5.369572124974976,408.894917348,4,2,4.9448000000000025,408.894917348,4,2,4.9448000000000025,True
1173,1173,CHEMBL187343,4300.0,nM,Cc1ccc2c(c1)CCN2CCC(=O)N[C@@H](CCC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(OCC(=O)O)cc1)C(=O)C[C@@H](CC(C)C)C(N)=O,5.366531544420413,756.373429244,9,4,4.053720000000003,756.373429244,9,4,4.053720000000003,True
1174,1174,CHEMBL517247,4300.0,nM,CC(C)=CCC/C(C)=C/Cc1c(O)ccc2cc(-c3cc(O)cc(O)c3CC=C(C)C)oc12,5.366531544420413,446.24570956799994,4,3,7.960500000000008,446.24570956799994,4,3,7.960500000000008,True
1175,1175,CHEMBL1783788,4300.0,nM,CCN(CC)CC(O)COc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,5.366531544420413,396.204907376,6,1,4.098700000000004,396.204907376,6,1,4.098700000000004,True
1177,1177,CHEMBL323712,4300.0,nM,C=CC(C)(C)c1c(O)cc(O)c2c(=O)c(O)c(-c3cc(O)c(O)c(CC=C(C)C)c3)oc12,5.366531544420413,438.1678531719999,7,5,4.9603000000000055,438.1678531719999,7,5,4.9603000000000055,True
1178,1178,CHEMBL4638191,4300.0,nM,COc1cc2c(c(O)c1CC=C(C)C)C(=O)C(c1ccc(O)c(CC=C(C)C)c1O)CO2,5.366531544420413,438.2042386799999,6,3,5.188300000000006,438.2042386799999,6,3,5.188300000000006,True
1179,1179,CHEMBL3982631,4300.0,nM,CC(C)CC(=O)c1c(O)c(C=O)c(O)c(C[C@@]2(C)CC[C@H]3C2=C[C@H](C(C)(C)O)CC[C@H]3C)c1O,5.366531544420413,472.28248899999994,6,4,5.546900000000007,472.28248899999994,6,4,5.546900000000007,True
1180,1180,CHEMBL87536,4300.0,nM,O=Cc1coc2ccc(-c3ccc(-c4ccccc4)cc3)cc2c1=O,5.366531544420413,326.094294308,3,0,4.939500000000004,326.094294308,3,0,4.939500000000004,True
1181,1181,CHEMBL403093,4300.0,nM,O=C1C[C@@H]2c3ccccc3O[C@H]3c4cc(O)ccc4-c4c(O)cc(O)c1c4[C@H]23,5.366531544420413,372.0997736119999,5,3,4.371300000000004,372.0997736119999,5,3,4.371300000000004,True
1182,1182,CHEMBL3903731,4300.0,nM,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@H]1CC[C@@H](C)[C@@]2(C)C1=CC[C@@H]1[C@H]2C1(C)C,5.366531544420413,454.271924316,5,3,6.212800000000006,454.271924316,5,3,6.212800000000006,True
1183,1183,CHEMBL220746,4310.0,nM,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1cc3c(cc1O)OC(C)(C)C=C3)O2,5.3655227298392685,422.1729385519999,6,3,5.202800000000006,422.1729385519999,6,3,5.202800000000006,True
1185,1185,CHEMBL4647021,4400.0,nM,COc1c(CC=C(C)C)c(O)cc2c1[C@@H]1Oc3cc(O)c(CC=C(C)C)cc3[C@@H]1CO2,5.356547323513812,422.20932406,5,2,5.733500000000007,422.20932406,5,2,5.733500000000007,True
1188,1188,CHEMBL1160380,4400.0,nM,O=C(O)c1ccc(N2C(=O)/C(=C\C=C\c3ccccc3)SC2=S)cc1,5.356547323513812,367.033685276,4,1,4.346800000000003,367.033685276,4,1,4.346800000000003,True
1189,1189,CHEMBL1161222,4400.0,nM,O=P(O)(O)C(F)(F)c1ccc(CCCCc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,5.356547323513812,470.0671244999999,2,4,4.706000000000004,470.0671244999999,2,4,4.706000000000004,True
1190,1190,CHEMBL259456,4400.0,nM,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(OCC(=O)O)c(C(=O)O)c2)cc1,5.356547323513812,613.082485936,10,3,3.2212000000000014,613.082485936,10,3,3.2212000000000014,True
1191,1191,CHEMBL1783783,4400.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCCN2CCCCC2)c1,5.356547323513812,392.209992756,5,0,5.272000000000005,392.209992756,5,0,5.272000000000005,True
1192,1192,CHEMBL2424692,4400.0,nM,N#CC1=C(N)N(c2ccccc2F)N=C2CSCC=C21,5.356547323513812,286.06884557200004,5,1,2.36878,286.06884557200004,5,1,2.36878,True
1193,1193,CHEMBL1778930,4400.0,nM,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(O)c(CC=C(C)C)c1,5.356547323513812,416.062321252,4,2,5.273700000000003,416.062321252,4,2,5.273700000000003,True
1194,1194,CHEMBL2208252,4410.0,nM,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1,5.355561410532161,404.05638457599997,4,1,4.1552000000000024,404.05638457599997,4,1,4.1552000000000024,True
1198,1198,CHEMBL3402407,4430.0,nM,O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2ccccc2F)cc1,5.3535962737769305,444.086529372,6,0,5.124900000000004,444.086529372,6,0,5.124900000000004,True
