,Unnamed: 0,molecule_chembl_id,IC50,units,smiles,pIC50,molecular_weight,n_hba,n_hbd,logp,molecular_weight,n_hba,n_hbd,logp,ro5_fulfilled
791,791,CHEMBL2206077,1660.0,nM,CNc1nc(N)nc2nc(-c3ccccc3C)ccc12,5.779891911959945,265.13274548,5,2,2.6241200000000013,265.13274548,5,2,2.6241200000000013,True
794,794,CHEMBL472004,1691.0,nM,O=S(=O)(O)c1ccc2cc(/N=N/c3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1,5.771856392402258,459.019491756,8,3,4.0024000000000015,459.019491756,8,3,4.0024000000000015,True
798,798,CHEMBL3628475,1700.0,nM,O=C1NC(=O)/C(=C\c2ccc(OCc3ccc(Cl)cc3Cl)cc2)N1,5.769551078621726,362.022497604,3,2,3.7527000000000026,362.022497604,3,2,3.7527000000000026,True
800,800,CHEMBL2424714,1700.0,nM,CC1(C)C=C2C(=NN(c3ccc(CO)cc3)C(N)=C2C#N)CO1,5.769551078621726,310.142975816,6,2,1.78398,310.142975816,6,2,1.78398,True
804,804,CHEMBL563581,1700.0,nM,CCCCCc1cc(O)cc(O)c1Oc1cc(OC)cc2c1C(=O)OC2(O)CCCC,5.769551078621726,430.1991532999999,7,3,5.1371000000000056,430.1991532999999,7,3,5.1371000000000056,True
806,806,CHEMBL196526,1750.0,nM,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(N)=O,5.756961951313706,483.1370785579999,4,5,1.1735999999999995,483.1370785579999,4,5,1.1735999999999995,True
811,811,CHEMBL562059,1790.0,nM,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6nccnc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.747146969020107,490.35592871200004,3,1,7.376600000000009,490.35592871200004,3,1,7.376600000000009,True
813,813,CHEMBL4086544,1800.0,nM,CCCC/C=C\CCCCCCCCCC1(O)CC(=O)c2c(O)c(C)c(O)c(C)c2O1,5.7447274948966935,432.2875743799999,5,3,6.625740000000008,432.2875743799999,5,3,6.625740000000008,True
814,814,CHEMBL3944321,1800.0,nM,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC=C2[C@H](C)CC[C@@H]3[C@H]([C@@H]21)C3(C)C,5.7447274948966935,454.271924316,5,3,6.212800000000006,454.271924316,5,3,6.212800000000006,True
818,818,CHEMBL2206076,1850.0,nM,Nc1nc(NCCO)c2ccc(-c3ccccc3C(F)(F)F)nc2n1,5.732828271596986,349.11504472800004,6,3,2.697000000000001,349.11504472800004,6,3,2.697000000000001,True
819,819,CHEMBL4642505,1880.0,nM,O=C(CSc1nc2cc(Cl)ccc2s1)Nc1cccc(-c2nnn[nH]2)c1,5.72584215073632,402.0124286520001,7,2,3.8606000000000016,402.0124286520001,7,2,3.8606000000000016,True
821,821,CHEMBL3746974,1900.0,nM,CC(C)=CCC[C@](C)(NC(=O)N[C@@](C)(CCC=C(C)C)[C@H]1CC=C(C)CC1)[C@H]1CC=C(C)CC1,5.721246399047171,468.40796428399995,1,2,8.788600000000004,468.40796428399995,1,2,8.788600000000004,True
822,822,CHEMBL4081501,1900.0,nM,O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(OCCc4ccccc4)c3)SC2=S)cc1,5.721246399047171,475.09120015200006,5,1,5.407700000000005,475.09120015200006,5,1,5.407700000000005,True
823,823,CHEMBL370225,1900.0,nM,Cc1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc(C)c1OCC(=O)O,5.721246399047171,569.108480862,5,3,4.384940000000006,569.108480862,5,3,4.384940000000006,True
825,825,CHEMBL1779052,1900.0,nM,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)ccc1OC,5.721246399047171,430.07797131599995,4,1,5.747600000000006,430.07797131599995,4,1,5.747600000000006,True
826,826,CHEMBL467572,1900.0,nM,c1ccc2c(c1)ccc1oc(-c3ccc(OCCN4CCCCC4)cc3)nc12,5.721246399047171,372.18377800800005,4,0,5.512700000000005,372.18377800800005,4,0,5.512700000000005,True
830,830,CHEMBL476666,1900.0,nM,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc4ccccc4c3)S/C2=N\c2ccccc2)cc1,5.721246399047171,464.1194635,4,1,6.3422000000000045,464.1194635,4,1,6.3422000000000045,True
832,832,CHEMBL4863246,1910.0,nM,CCCC[n+]1c(C)c2cccn2c2ccccc21.[I-],5.718966632752272,366.059296608,1,0,0.49252000000000007,366.059296608,1,0,0.49252000000000007,True
837,837,CHEMBL371322,1960.0,nM,COc1cccc(C(=O)c2ccc3c(-c4ccc(OCC(=O)O)cc4)nocc2-3)c1,5.707743928643524,403.10558726399995,6,1,4.149400000000003,403.10558726399995,6,1,4.149400000000003,True
839,839,CHEMBL2424690,2000.0,nM,CC(C)c1ccccc1N1N=C2CSCC=C2C(C#N)=C1N,5.698970004336019,310.125217576,5,1,3.353080000000001,310.125217576,5,1,3.353080000000001,True
841,841,CHEMBL2424691,2000.0,nM,N#CC1=C(N)N(c2ccc(F)cc2)N=C2CSCC=C21,5.698970004336019,286.06884557200004,5,1,2.36878,286.06884557200004,5,1,2.36878,True
842,842,CHEMBL267022,2000.0,nM,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)c1ccccc1,5.698970004336019,416.09890215799993,2,2,5.122800000000005,416.09890215799993,2,2,5.122800000000005,True
843,843,CHEMBL2087693,2000.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3cccc(OC)c3)cs2)cc1,5.698970004336019,488.143963996,8,1,5.426800000000005,488.143963996,8,1,5.426800000000005,True
849,849,CHEMBL4102979,2000.0,nM,CCCCCCCCCCCCCCCC1(O)CC(=O)c2c(O)cc(O)cc2O1,5.698970004336019,406.2719243159999,5,3,6.232900000000008,406.2719243159999,5,3,6.232900000000008,True
850,850,CHEMBL515146,2000.0,nM,O=c1c(Cc2ccc(-c3ccccc3)cc2)c(-c2ccc(O)cc2)oc2cc(O)c(O)cc12,5.698970004336019,436.1310737399999,5,3,5.834600000000005,436.1310737399999,5,3,5.834600000000005,True
853,853,CHEMBL58795,2040.0,nM,COc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1,5.690369832574101,264.07864424400003,3,0,2.8923000000000014,264.07864424400003,3,0,2.8923000000000014,True
855,855,CHEMBL298849,2070.0,nM,O=C1C=C(n2ccc3ccccc32)c2ccc(OC(Cc3ccccc3)C(=O)O)cc2C1=O,5.684029654543082,437.126322708,5,1,4.370600000000003,437.126322708,5,1,4.370600000000003,True
858,858,CHEMBL472400,2100.0,nM,CC1(C)CC[C@]2(CCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.6777807052660805,484.39164552399996,2,2,8.01380000000001,484.39164552399996,2,2,8.01380000000001,True
860,860,CHEMBL2424688,2100.0,nM,COC(=O)c1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,5.6777807052660805,338.1378904360001,7,1,2.0782799999999995,338.1378904360001,7,1,2.0782799999999995,True
862,862,CHEMBL4757579,2100.0,nM,CCOC(=O)c1ccc(N2N=C(c3ccc([N+](=O)[O-])cc3)/C(=N/Nc3ccc(S(=O)(=O)O)cc3)C2=O)cc1,5.6777807052660805,537.095433568,10,2,3.2372000000000014,537.095433568,10,2,3.2372000000000014,True
865,865,CHEMBL3360905,2100.0,nM,CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(OCc4ccc(C(=O)O)cc4)cc3)c(=O)n2C1c1ccc(N(C)C)cc1,5.6777807052660805,597.1933567119999,9,1,4.141500000000003,597.1933567119999,9,1,4.141500000000003,True
867,867,CHEMBL57036,2150.0,nM,CCOC(=O)COc1ccccc1C1=CC(=O)C(=O)c2ccccc21,5.667561540084394,336.09977361200004,5,0,2.8256000000000014,336.09977361200004,5,0,2.8256000000000014,True
868,868,CHEMBL59240,2150.0,nM,O=C1C=C(c2cccc3ccccc23)c2ccccc2C1=O,5.667561540084394,284.083729624,2,0,4.036900000000003,284.083729624,2,0,4.036900000000003,True
870,870,CHEMBL202197,2160.0,nM,NCc1ccc(C(=O)c2ccc3c(-c4ccc(OCC(=O)O)cc4)nocc2-3)cc1,5.665546248849069,402.121571676,6,2,3.5995000000000017,402.121571676,6,2,3.5995000000000017,True
871,871,CHEMBL24068,2190.0,nM,CCCCc1oc2ccccc2c1-c1ccc(-c2ccc(OCC(=O)O)cc2)cc1,5.6595558851598815,400.16745924799994,3,1,6.572800000000006,400.16745924799994,3,1,6.572800000000006,True
872,872,CHEMBL565371,2200.0,nM,O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(S(=O)(=O)N3CCCCC3)cc2)SC(=S)N1CCS(=O)(=O)O,5.657577319177793,618.0735185520001,9,1,3.802900000000002,618.0735185520001,9,1,3.802900000000002,True
875,875,CHEMBL1935343,2200.0,nM,O=C(O)CCCCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)SC1=S,5.657577319177793,497.0634611800001,6,1,5.648800000000004,497.0634611800001,6,1,5.648800000000004,True
876,876,CHEMBL2424702,2200.0,nM,COc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,5.657577319177793,310.142975816,6,1,2.30028,310.142975816,6,1,2.30028,True
879,879,CHEMBL236216,2200.0,nM,O=C(O)COc1c(O)cc(-c2cccc(C(F)(F)F)c2)cc1OCc1ccccc1,5.657577319177793,418.102808304,4,2,5.120400000000003,418.102808304,4,2,5.120400000000003,True
880,880,CHEMBL1766712,2230.0,nM,O=C(O)c1ccc(/C=N/OCc2ccc(-c3cccc(C(F)(F)P(=O)(O)O)c3)cc2)o1,5.651695136951839,451.0632449219999,5,3,4.422500000000005,451.0632449219999,5,3,4.422500000000005,True
882,882,CHEMBL433065,2250.0,nM,O=C(Nc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1)OCc1ccccc1,5.647817481888637,383.115758024,4,1,4.632400000000003,383.115758024,4,1,4.632400000000003,True
883,883,CHEMBL226156,2270.0,nM,O=C(O)CCCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(Cl)cc2)SC1=S,5.6439741428068775,483.047811116,6,1,5.258700000000004,483.047811116,6,1,5.258700000000004,True
886,886,CHEMBL4569419,2290.0,nM,CC(C)(C)c1ccc(Oc2ccc(-c3cnc(-c4cc(O)c(O)c(Br)c4)o3)cc2)cc1,5.6401645176601125,479.07322028399994,5,2,7.272100000000006,479.07322028399994,5,2,7.272100000000006,True
887,887,CHEMBL2208259,2300.0,nM,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3cc(Cl)ccc32)o1,5.638272163982407,438.01741222399994,4,1,4.808600000000002,438.01741222399994,4,1,4.808600000000002,True
890,890,CHEMBL3356396,2300.0,nM,CC1=C(CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)NC1=O,5.638272163982407,461.350508984,4,1,6.668100000000007,461.350508984,4,1,6.668100000000007,True
892,892,CHEMBL46403,2300.0,nM,CCCCCCCCCCCCCCCCCC(=O)O,5.638272163982407,284.271530392,1,1,6.332500000000007,284.271530392,1,1,6.332500000000007,True
893,893,CHEMBL385251,2300.0,nM,COC(=O)C(CCCc1ccccc1)(Cc1ccc(NS(=O)(=O)O)cc1)C(=O)OC.N,5.638272163982407,452.1617222359999,7,3,2.9611,452.1617222359999,7,3,2.9611,True
894,894,CHEMBL197827,2300.0,nM,O=C(O)COc1ccc(C(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,5.638272163982407,589.0884141140001,7,3,4.7381000000000055,589.0884141140001,7,3,4.7381000000000055,True
895,895,CHEMBL2424709,2300.0,nM,CC(=O)Nc1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,5.638272163982407,337.15387484800004,6,2,2.2500799999999996,337.15387484800004,6,2,2.2500799999999996,True
901,901,CHEMBL4589547,2380.0,nM,CCOC(=O)C1=C(C(C)C)NC(=S)N[C@H]1/C=C/c1ccc(OC)cc1,5.623423042943488,360.150763628,4,2,3.0279000000000016,360.150763628,4,2,3.0279000000000016,True
902,902,CHEMBL2205514,2390.0,nM,CNc1nc(N)nc2nc(-c3ccccc3C(=O)O)ccc12,5.621602099051863,295.10692465600005,6,3,2.0139,295.10692465600005,6,3,2.0139,True
903,903,CHEMBL2424682,2400.0,nM,CC1(C)C=C2C(=NN(c3cccc(CO)c3)C(N)=C2C#N)CO1,5.619788758288394,310.142975816,6,2,1.78398,310.142975816,6,2,1.78398,True
905,905,CHEMBL2424699,2400.0,nM,CC1(C)C=C2C(=NN(c3ccccc3F)C(N)=C2C#N)CO1,5.619788758288394,298.12298932,5,1,2.4307800000000004,298.12298932,5,1,2.4307800000000004,True
906,906,CHEMBL4211682,2400.0,nM,C=C(C)C(O)Cc1c(O)c(C/C=C(\C)CCC=C(C)C)c2oc3ccc(O)cc3c(=O)c2c1O,5.619788758288394,464.2198887439999,6,4,5.777700000000006,464.2198887439999,6,4,5.777700000000006,True
909,909,CHEMBL2442947,2400.0,nM,CC(C)=CCc1c(O)c(CC=C(C)C)c2occ(-c3ccc(O)c(O)c3)c(=O)c2c1O,5.619788758288394,422.1729385519999,6,4,5.299800000000007,422.1729385519999,6,4,5.299800000000007,True
915,915,CHEMBL2206075,2430.0,nM,CCCNc1nc(N)nc2nc(-c3ccccc3C(F)(F)F)ccc12,5.614393726401688,347.13578017199995,5,2,4.114700000000002,347.13578017199995,5,2,4.114700000000002,True
920,920,CHEMBL4548732,2450.0,nM,Oc1cc(-c2ncc(-c3ccc(Oc4ccc(-c5ccccc5)cc4)cc3)o2)cc(Br)c1O,5.610833915635467,499.04192015599995,5,2,7.641600000000007,499.04192015599995,5,2,7.641600000000007,True
921,921,CHEMBL193233,2470.0,nM,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,5.607303046740334,318.067427928,4,1,1.5431999999999995,318.067427928,4,1,1.5431999999999995,True
922,922,CHEMBL558886,2480.0,nM,CCCCCc1c(Oc2cc(OC)cc3c2C(=O)OC3(CCCC)OC)c(O)cc(O)c1C(=O)O,5.605548319173783,488.20463260399987,8,3,5.489400000000007,488.20463260399987,8,3,5.489400000000007,True
923,923,CHEMBL3410507,2490.0,nM,O=C(/C=C/c1ccco1)c1ccc(O)cc1O,5.603800652904264,230.0579088,4,2,2.5869000000000013,230.0579088,4,2,2.5869000000000013,True
924,924,CHEMBL1823759,2490.0,nM,O=C(/C=C/c1ccccc1F)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,5.603800652904264,487.15951465599994,3,2,5.522300000000004,487.15951465599994,3,2,5.522300000000004,True
926,926,CHEMBL502539,2500.0,nM,O=C1Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2/C1=N/Nc1ccc(C(=O)O)cc1,5.6020599913279625,450.099790676,6,4,2.6316000000000006,450.099790676,6,4,2.6316000000000006,True
927,927,CHEMBL2087697,2500.0,nM,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3F)cs2)cc1,5.6020599913279625,476.1239775,7,1,5.557300000000005,476.1239775,7,1,5.557300000000005,True
928,928,CHEMBL205997,2500.0,nM,CNC(=O)[C@@H]1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)CCc1cccc(C(=O)O)c1,5.6020599913279625,461.12567107599995,5,4,1.2315999999999998,461.12567107599995,5,4,1.2315999999999998,True
929,929,CHEMBL4476561,2500.0,nM,O=S(=O)([O-])c1cc(O)c2cccc(/N=N/c3cccc4c(O)cc(S(=O)(=O)[O-])cc34)c2c1.[Na+].[Na+],5.6020599913279625,517.9830459039999,10,2,-2.3641999999999985,517.9830459039999,10,2,-2.3641999999999985,True
930,930,CHEMBL512442,2500.0,nM,CCCCN(C)CCOc1ccc(-c2nc3c(ccc4ccccc43)o2)cc1,5.6020599913279625,374.19942807199993,4,0,5.7587000000000055,374.19942807199993,4,0,5.7587000000000055,True
931,931,CHEMBL1783775,2500.0,nM,COc1ccc(-c2cc(-c3ccccc3)no2)c(OCCN2CCOCC2)c1,5.6020599913279625,380.173607248,6,0,3.728200000000002,380.173607248,6,0,3.728200000000002,True
932,932,CHEMBL2310311,2500.0,nM,CC(C)=CCC/C(C)=C/CC[C@]1(C)C=Cc2c(cc(C)c(C(=O)O)c2O)O1,5.6020599913279625,370.2144094399999,3,2,6.036020000000007,370.2144094399999,3,2,6.036020000000007,True
934,934,CHEMBL4537626,2520.0,nM,CCOS(=O)(=O)/C=C/c1ccc(O[C@@H]2CN(C(=O)C(=O)Nc3ccccc3)C[C@H]2Oc2ccc(/C=C/S(=O)(=O)OCC)cc2)cc1,5.598599459218455,670.1654872880001,10,1,4.036500000000003,670.1654872880001,10,1,4.036500000000003,True
935,935,CHEMBL61044,2540.0,nM,COC(=O)C(Cc1ccccc1)Oc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1,5.5951662833800615,412.13107374,5,0,4.046800000000003,412.13107374,5,0,4.046800000000003,True
942,942,CHEMBL582862,2600.0,nM,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnoc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.585026652029182,479.3399443,3,1,7.574600000000008,479.3399443,3,1,7.574600000000008,True
943,943,CHEMBL3098942,2600.0,nM,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(OCCc4ccccc4)cc3)C2=O)cc1,5.585026652029182,459.114043772,5,1,5.2428000000000035,459.114043772,5,1,5.2428000000000035,True
945,945,CHEMBL235805,2600.0,nM,COc1cc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1O,5.585026652029182,385.0620082,6,2,3.335500000000002,385.0620082,6,2,3.335500000000002,True
947,947,CHEMBL1778922,2600.0,nM,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(N2CCCCC2)cc1,5.585026652029182,415.078305664,4,1,5.049700000000004,415.078305664,4,1,5.049700000000004,True
948,948,CHEMBL1779054,2600.0,nM,C=C(C)C(C)c1cc(C(=O)/C=C/c2cc(Br)c(O)cc2O)ccc1OC,5.585026652029182,416.06232125199995,4,2,5.444600000000005,416.06232125199995,4,2,5.444600000000005,True
951,951,CHEMBL472896,2610.0,nM,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.583359492661719,440.365430776,1,1,8.262800000000007,440.365430776,1,1,8.262800000000007,True
954,954,CHEMBL4170059,2630.0,nM,Oc1ccc(-c2ncc(-c3ccc(Oc4ccccc4)cc3)o2)cc1O,5.580044251510242,345.10010796,5,2,5.212100000000004,345.10010796,5,2,5.212100000000004,True
962,962,CHEMBL58840,2690.0,nM,CCCCCOC1=C(c2ccccc2)c2ccccc2C(=O)C1=O,5.570247719997592,320.14124449999997,3,0,4.418200000000004,320.14124449999997,3,0,4.418200000000004,True
966,966,CHEMBL4078699,2700.0,nM,CCCCC/C=C\C/C=C\CCCCCCCC1(O)CC(=O)c2c(O)c(C)c(O)c(C)c2O1,5.568636235841012,458.3032244439999,5,3,7.181940000000009,458.3032244439999,5,3,7.181940000000009,True
968,968,CHEMBL562810,2700.0,nM,CC(C)=CCC/C(C)=C\CC/C(C)=C\Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,5.568636235841012,446.24570956799994,4,3,8.178300000000004,446.24570956799994,4,3,8.178300000000004,True
969,969,CHEMBL129681,2700.0,nM,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,5.568636235841012,434.1001675359999,6,2,3.3792000000000018,434.1001675359999,6,2,3.3792000000000018,True
973,973,CHEMBL576164,2730.0,nM,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cncnc6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.563837352959244,490.35592871200004,3,1,7.376600000000009,490.35592871200004,3,1,7.376600000000009,True
974,974,CHEMBL3593820,2733.0,nM,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1cccc(OC)c1,5.56336036830734,437.162056584,6,3,3.1858000000000013,437.162056584,6,3,3.1858000000000013,True
976,976,CHEMBL549505,2753.0,nM,O=C(CCCC[C@@H]1SCC2NC(=O)NC21)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,5.56019378860667,419.15149189999994,5,4,1.8767999999999998,419.15149189999994,5,4,1.8767999999999998,True
979,979,CHEMBL2205512,2790.0,nM,CNc1nc(N)nc2nc(-c3ccccc3OC)ccc12,5.554395796726403,281.1276601,6,2,2.3243,281.1276601,6,2,2.3243,True
980,980,CHEMBL1823760,2790.0,nM,O=C(/C=C/c1cccc(F)c1)NC(Cc1ccc2cc(OCc3ccccc3F)ccc2c1)C(=O)O,5.554395796726403,487.15951465599994,3,2,5.522300000000004,487.15951465599994,3,2,5.522300000000004,True
981,981,CHEMBL4444045,2800.0,nM,CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)Cc1cc(O)cc2ncoc12,5.552841968657781,339.219829168,3,1,5.874700000000006,339.219829168,3,1,5.874700000000006,True
983,983,CHEMBL260553,2800.0,nM,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O,5.552841968657781,396.15728848799995,6,4,4.786000000000005,396.15728848799995,6,4,4.786000000000005,True
984,984,CHEMBL393606,2800.0,nM,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(Oc4ccccc4)cc3)C2=O)cc1,5.552841968657781,431.082743644,5,1,5.413600000000004,431.082743644,5,1,5.413600000000004,True
986,986,CHEMBL4446933,2800.0,nM,CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)Cc1cc(O)cc2[nH]c(=O)oc12,5.552841968657781,355.21474378799996,3,2,5.168000000000006,355.21474378799996,3,2,5.168000000000006,True
988,988,CHEMBL2424684,2800.0,nM,CC1(C)C=C2C(=NN(c3cccc(C(F)(F)F)c3)C(N)=C2C#N)CO1,5.552841968657781,348.11979576000004,5,1,3.310480000000001,348.11979576000004,5,1,3.310480000000001,True
989,989,CHEMBL2208249,2800.0,nM,O=C1Nc2ccc(Br)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1,5.552841968657781,448.005868996,4,1,4.264300000000002,448.005868996,4,1,4.264300000000002,True
991,991,CHEMBL2424711,2800.0,nM,CCc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,5.552841968657781,308.16371126,5,1,2.8540800000000006,308.16371126,5,1,2.8540800000000006,True
992,992,CHEMBL4452781,2800.0,nM,CC1=CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)Cc1cc(O)cc2nc3n(c12)CCC3,5.552841968657781,378.267113708,3,1,6.029400000000007,378.267113708,3,1,6.029400000000007,True
993,993,CHEMBL4452883,2800.0,nM,C=C1CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)Cc1cc(O)cc2nc3n(c12)CCC3,5.552841968657781,378.267113708,3,1,6.029400000000007,378.267113708,3,1,6.029400000000007,True
997,997,CHEMBL489670,2850.0,nM,C=C1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,5.54515513999149,452.3654307759999,1,1,8.428900000000006,452.3654307759999,1,1,8.428900000000006,True
1000,1000,CHEMBL549297,2897.0,nM,O=C(CCCC[C@@H]1SCC2NC(=O)NC21)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,5.538051504796238,419.15149189999994,5,4,1.8767999999999998,419.15149189999994,5,4,1.8767999999999998,True
1001,1001,CHEMBL3931387,2900.0,nM,C=C(C)[C@@H]1C=C2[C@@H](C)CC[C@@H]([C@@H](CC(C)C)c3c(O)c(C=O)c(O)c(C=O)c3O)[C@]2(C)CC1,5.537602002101044,454.2719243159999,5,3,6.523000000000008,454.2719243159999,5,3,6.523000000000008,True
1002,1002,CHEMBL1778903,2900.0,nM,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OCc2ccccc2)cc1,5.537602002101044,438.046671188,4,1,5.638400000000003,438.046671188,4,1,5.638400000000003,True
1003,1003,CHEMBL4636382,2900.0,nM,O=C1/C(=C/c2ccc(-c3ccccc3)cc2)NC(=S)C1c1ccccc1,5.537602002101044,355.10308516400005,2,1,4.978000000000003,355.10308516400005,2,1,4.978000000000003,True
1004,1004,CHEMBL2424694,2900.0,nM,CC1(C)C=C2C(=NN(c3ccccc3N3CCOCC3)C(N)=C2C#N)CO1,5.537602002101044,365.18517497600004,7,1,2.12828,365.18517497600004,7,1,2.12828,True
1006,1006,CHEMBL1779051,2900.0,nM,COc1cc(O)c(Br)cc1/C=C/C(=O)c1ccc(OC)c(CC=C(C)C)c1,5.537602002101044,430.077971316,4,1,5.576700000000003,430.077971316,4,1,5.576700000000003,True
1007,1007,CHEMBL2424701,2900.0,nM,CC1(C)C=C2C(=NN(c3ccc(CCO)cc3)C(N)=C2C#N)CO1,5.537602002101044,324.15862588,6,2,1.8264799999999999,324.15862588,6,2,1.8264799999999999,True
1008,1008,CHEMBL1163827,2900.0,nM,CC1(C)CC(=O)C2=C(C1)NC(c1ccccc1)=CC2c1ccc(F)cc1,5.537602002101044,347.168542544,2,1,5.196800000000004,347.168542544,2,1,5.196800000000004,True
1009,1009,CHEMBL3410508,2900.0,nM,O=C(/C=C/c1ccco1)c1cccc(Cl)c1,5.537602002101044,232.029107208,2,0,3.829100000000002,232.029107208,2,0,3.829100000000002,True
1010,1010,CHEMBL403117,2900.0,nM,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C3=NC[C@H](c4ccccc4)N3)cc2)S(=O)(=O)N1,5.537602002101044,606.1218465600001,7,3,3.2288000000000006,606.1218465600001,7,3,3.2288000000000006,True
1011,1011,CHEMBL420456,2900.0,nM,Nc1nc(N)c2nc(CN3CCN(Cc4ccc(-c5ccccc5)cc4)CC3)nnc2n1,5.537602002101044,427.2232918000001,9,2,1.9639999999999997,427.2232918000001,9,2,1.9639999999999997,True
1014,1014,CHEMBL198977,2900.0,nM,O=C(O)c1cc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)ccc1O,5.537602002101044,527.0615306699999,5,4,3.708500000000003,527.0615306699999,5,4,3.708500000000003,True
1016,1016,CHEMBL48076,2960.0,nM,CCOC(=O)C1C(C(=O)O)[C@@H]2CC[C@H]1O2,5.528708288941061,214.084123548,4,1,0.4276999999999997,214.084123548,4,1,0.4276999999999997,True
1017,1017,CHEMBL1783773,2970.0,nM,CCN(CC)CCOc1cc(OC)ccc1-c1cc(-c2ccccc2)no1,5.527243550682788,366.194342692,5,0,4.7378000000000045,366.194342692,5,0,4.7378000000000045,True
